id,school_id,student_id,class_id,date,status,reason_code,marked_by,marked_at,created_at,updated_at,client_request_id
ATT#SCH03#SCH03-S031#2026-05-29,SCH03,SCH03-S031,SCH03-FORM1WEST,2026-05-29,PRESENT,,TEACHER_APP,2026-05-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S031#2026-05-29
ATT#SCH04#SCH04-S004#2026-06-23,SCH04,SCH04-S004,SCH04-FORM4SOUTH,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S004#2026-06-23
ATT#SCH02#SCH02-S026#2026-05-06,SCH02,SCH02-S026,SCH02-FORM3EAST,2026-05-06,PRESENT,,TEACHER_APP,2026-05-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S026#2026-05-06
ATT#SCH01#SCH01-S020#2026-06-16,SCH01,SCH01-S020,SCH01-FORM2NORTH,2026-06-16,PRESENT,,TEACHER_APP,2026-06-16T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S020#2026-06-16
ATT#SCH02#SCH02-S012#2026-07-09,SCH02,SCH02-S012,SCH02-FORM3EAST,2026-07-09,PRESENT,,TEACHER_APP,2026-07-09T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S012#2026-07-09
ATT#SCH03#SCH03-S003#2026-05-14,SCH03,SCH03-S003,SCH03-FORM1WEST,2026-05-14,PRESENT,,TEACHER_APP,2026-05-14T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S003#2026-05-14
ATT#SCH01#SCH01-S019#2026-05-11,SCH01,SCH01-S019,SCH01-FORM2NORTH,2026-05-11,PRESENT,,TEACHER_APP,2026-05-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S019#2026-05-11
ATT#SCH02#SCH02-S006#2026-06-11,SCH02,SCH02-S006,SCH02-FORM3EAST,2026-06-11,PRESENT,,TEACHER_APP,2026-06-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S006#2026-06-11
ATT#SCH04#SCH04-S022#2026-05-04,SCH04,SCH04-S022,SCH04-FORM4SOUTH,2026-05-04,PRESENT,,TEACHER_APP,2026-05-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S022#2026-05-04
ATT#SCH01#SCH01-S026#2026-06-02,SCH01,SCH01-S026,SCH01-FORM2NORTH,2026-06-02,PRESENT,,TEACHER_APP,2026-06-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S026#2026-06-02
ATT#SCH02#SCH02-S007#2026-07-10,SCH02,SCH02-S007,SCH02-FORM3EAST,2026-07-10,PRESENT,,TEACHER_APP,2026-07-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S007#2026-07-10
ATT#SCH03#SCH03-S022#2026-06-03,SCH03,SCH03-S022,SCH03-FORM1WEST,2026-06-03,ABSENT,,TEACHER_APP,2026-06-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S022#2026-06-03
ATT#SCH01#SCH01-S006#2026-06-04,SCH01,SCH01-S006,SCH01-FORM2NORTH,2026-06-04,PRESENT,,TEACHER_APP,2026-06-04T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S006#2026-06-04
ATT#SCH01#SCH01-S034#2026-07-07,SCH01,SCH01-S034,SCH01-FORM2NORTH,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S034#2026-07-07
ATT#SCH04#SCH04-S008#2026-06-24,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-06-24,PRESENT,,TEACHER_APP,2026-06-24T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-06-24
ATT#SCH05#SCH05-S026#2026-05-27,SCH05,SCH05-S026,SCH05-FORM2CENTRAL,2026-05-27,LATE,,TEACHER_APP,2026-05-27T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S026#2026-05-27
ATT#SCH01#SCH01-S007#2026-05-26,SCH01,SCH01-S007,SCH01-FORM2NORTH,2026-05-26,PRESENT,,TEACHER_APP,2026-05-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S007#2026-05-26
ATT#SCH01#SCH01-S028#2026-06-19,SCH01,SCH01-S028,SCH01-FORM2NORTH,2026-06-19,PRESENT,,TEACHER_APP,2026-06-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S028#2026-06-19
ATT#SCH03#SCH03-S018#2026-07-03,SCH03,SCH03-S018,SCH03-FORM1WEST,2026-07-03,PRESENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH03#SCH03-S018#2026-07-03
ATT#SCH04#SCH04-S008#2026-07-03,SCH04,SCH04-S008,SCH04-FORM4SOUTH,2026-07-03,PRESENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S008#2026-07-03
ATT#SCH05#SCH05-S013#2026-05-14,SCH05,SCH05-S013,SCH05-FORM2CENTRAL,2026-05-14,ABSENT,,TEACHER_APP,2026-05-14T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S013#2026-05-14
ATT#SCH02#SCH02-S016#2026-06-29,SCH02,SCH02-S016,SCH02-FORM3EAST,2026-06-29,PRESENT,,TEACHER_APP,2026-06-29T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S016#2026-06-29
ATT#SCH04#SCH04-S031#2026-05-28,SCH04,SCH04-S031,SCH04-FORM4SOUTH,2026-05-28,PRESENT,,TEACHER_APP,2026-05-28T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S031#2026-05-28
ATT#SCH01#SCH01-S006#2026-07-02,SCH01,SCH01-S006,SCH01-FORM2NORTH,2026-07-02,PRESENT,,TEACHER_APP,2026-07-02T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S006#2026-07-02
ATT#SCH05#SCH05-S035#2026-05-12,SCH05,SCH05-S035,SCH05-FORM2CENTRAL,2026-05-12,PRESENT,,TEACHER_APP,2026-05-12T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S035#2026-05-12
ATT#SCH05#SCH05-S017#2026-07-08,SCH05,SCH05-S017,SCH05-FORM2CENTRAL,2026-07-08,PRESENT,,TEACHER_APP,2026-07-08T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S017#2026-07-08
ATT#SCH05#SCH05-S002#2026-06-05,SCH05,SCH05-S002,SCH05-FORM2CENTRAL,2026-06-05,PRESENT,,TEACHER_APP,2026-06-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S002#2026-06-05
ATT#SCH04#SCH04-S022#2026-06-11,SCH04,SCH04-S022,SCH04-FORM4SOUTH,2026-06-11,PRESENT,,TEACHER_APP,2026-06-11T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S022#2026-06-11
ATT#SCH01#SCH01-S013#2026-07-07,SCH01,SCH01-S013,SCH01-FORM2NORTH,2026-07-07,PRESENT,,TEACHER_APP,2026-07-07T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S013#2026-07-07
ATT#SCH05#SCH05-S034#2026-06-05,SCH05,SCH05-S034,SCH05-FORM2CENTRAL,2026-06-05,PRESENT,,TEACHER_APP,2026-06-05T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S034#2026-06-05
ATT#SCH02#SCH02-S014#2026-05-19,SCH02,SCH02-S014,SCH02-FORM3EAST,2026-05-19,PRESENT,,TEACHER_APP,2026-05-19T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S014#2026-05-19
ATT#SCH05#SCH05-S040#2026-06-23,SCH05,SCH05-S040,SCH05-FORM2CENTRAL,2026-06-23,PRESENT,,TEACHER_APP,2026-06-23T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S040#2026-06-23
ATT#SCH02#SCH02-S002#2026-07-03,SCH02,SCH02-S002,SCH02-FORM3EAST,2026-07-03,PRESENT,,TEACHER_APP,2026-07-03T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH02#SCH02-S002#2026-07-03
ATT#SCH04#SCH04-S030#2026-05-06,SCH04,SCH04-S030,SCH04-FORM4SOUTH,2026-05-06,PRESENT,,TEACHER_APP,2026-05-06T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S030#2026-05-06
ATT#SCH04#SCH04-S013#2026-07-10,SCH04,SCH04-S013,SCH04-FORM4SOUTH,2026-07-10,PRESENT,,TEACHER_APP,2026-07-10T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH04#SCH04-S013#2026-07-10
ATT#SCH01#SCH01-S016#2026-05-25,SCH01,SCH01-S016,SCH01-FORM2NORTH,2026-05-25,ABSENT,,TEACHER_APP,2026-05-25T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH01#SCH01-S016#2026-05-25
ATT#SCH05#SCH05-S017#2026-06-18,SCH05,SCH05-S017,SCH05-FORM2CENTRAL,2026-06-18,PRESENT,,TEACHER_APP,2026-06-18T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S017#2026-06-18
ATT#SCH05#SCH05-S005#2026-06-26,SCH05,SCH05-S005,SCH05-FORM2CENTRAL,2026-06-26,PRESENT,,TEACHER_APP,2026-06-26T08:00:00Z,2026-09-19T16:41:32.459Z,2026-09-19T16:41:32.459Z,ATT#SCH05#SCH05-S005#2026-06-26
